Date,Apv,Bpv,Cpv,Dpv,Epv,Fpv,Gpv,Hpv,NEWpv,,,,,,,,,,
2017-08-11-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-11-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-11-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-11-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-12-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-12-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-12-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-12-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-12-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-12-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-12-6,0.55,0.56,0.53,0.56,0.50,0.58,0.54,0.50,0.51,,,,,,,,,,
2017-08-12-7,1.98,2.12,1.83,1.90,2.09,2.03,2.10,1.89,1.86,,,,,,,,,,
2017-08-12-8,4.17,4.49,3.97,3.95,4.20,3.88,3.81,3.92,3.84,,,,,,,,,,
2017-08-12-9,5.60,5.91,5.75,5.50,5.78,5.50,5.69,6.00,5.10,,,,,,,,,,
2017-08-12-10,5.53,5.02,5.24,5.71,4.99,5.88,5.17,5.63,5.01,,,,,,,,,,
2017-08-12-11,7.08,7.18,6.39,7.46,6.63,7.01,7.67,7.78,7.62,,,,,,,,,,
2017-08-12-12,7.64,8.08,6.93,7.65,7.64,8.27,6.89,7.81,8.20,,,,,,,,,,
2017-08-12-13,5.55,5.96,6.07,5.33,5.19,5.63,5.83,6.03,5.74,,,,,,,,,,
2017-08-12-14,3.33,3.65,3.53,3.21,3.04,3.30,3.43,3.37,3.64,,,,,,,,,,
2017-08-12-15,2.20,2.41,2.32,2.23,2.16,2.29,2.20,2.01,2.39,,,,,,,,,,
2017-08-12-16,3.45,3.51,3.79,3.77,3.72,3.79,3.70,3.21,3.35,,,,,,,,,,
2017-08-12-17,1.81,1.87,1.64,1.82,1.82,1.77,1.85,1.95,1.73,,,,,,,,,,
2017-08-12-18,0.67,0.63,0.70,0.61,0.61,0.65,0.68,0.60,0.65,,,,,,,,,,
2017-08-12-19,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,,,,,
2017-08-12-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-12-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-12-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-12-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-13-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-13-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-13-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-13-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-13-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-13-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-13-6,0.04,0.05,0.04,0.04,0.05,0.05,0.04,0.05,0.05,,,,,,,,,,
2017-08-13-7,1.20,1.18,1.08,1.32,1.20,1.24,1.24,1.29,1.25,,,,,,,,,,
2017-08-13-8,2.09,2.01,2.01,1.90,2.12,1.94,1.91,2.24,2.08,,,,,,,,,,
2017-08-13-9,1.34,1.27,1.41,1.36,1.21,1.29,1.34,1.45,1.32,,,,,,,,,,
2017-08-13-10,1.62,1.60,1.54,1.66,1.62,1.61,1.71,1.64,1.50,,,,,,,,,,
2017-08-13-11,2.72,2.70,2.67,2.58,2.61,2.60,2.97,2.90,2.59,,,,,,,,,,
2017-08-13-12,3.13,3.27,3.11,3.18,2.92,3.27,3.28,3.08,2.99,,,,,,,,,,
2017-08-13-13,1.31,1.37,1.32,1.26,1.37,1.21,1.36,1.36,1.32,,,,,,,,,,
2017-08-13-14,0.57,0.53,0.62,0.60,0.61,0.57,0.55,0.62,0.56,,,,,,,,,,
2017-08-13-15,0.29,0.31,0.32,0.27,0.29,0.32,0.31,0.30,0.29,,,,,,,,,,
2017-08-13-16,0.24,0.25,0.26,0.26,0.23,0.24,0.26,0.23,0.22,,,,,,,,,,
2017-08-13-17,0.23,0.25,0.22,0.24,0.22,0.23,0.21,0.25,0.24,,,,,,,,,,
2017-08-13-18,0.16,0.17,0.18,0.16,0.18,0.16,0.15,0.15,0.16,,,,,,,,,,
2017-08-13-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-13-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-13-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-13-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-13-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-14-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-14-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-14-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-14-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-14-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-14-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-14-6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-14-7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-14-8,0.19,0.18,0.19,0.19,0.17,0.17,0.18,0.18,0.18,,,,,,,,,,
2017-08-14-9,1.55,1.41,1.43,1.43,1.59,1.52,1.54,1.69,1.54,,,,,,,,,,
2017-08-14-10,3.77,3.99,3.75,4.01,3.46,3.79,3.39,3.71,3.90,,,,,,,,,,
2017-08-14-11,3.40,3.13,3.45,3.54,3.52,3.24,3.10,3.25,3.47,,,,,,,,,,
2017-08-14-12,2.89,3.09,2.61,2.69,2.96,3.07,3.09,3.16,3.14,,,,,,,,,,
2017-08-14-13,2.98,2.71,3.02,2.88,3.05,3.24,2.90,2.85,3.05,,,,,,,,,,
2017-08-14-14,2.51,2.35,2.73,2.53,2.65,2.68,2.48,2.67,2.62,,,,,,,,,,
2017-08-14-15,1.21,1.26,1.26,1.24,1.23,1.33,1.17,1.11,1.23,,,,,,,,,,
2017-08-14-16,2.22,2.16,2.36,2.22,2.41,2.10,2.19,2.29,2.06,,,,,,,,,,
2017-08-14-17,0.97,0.89,0.88,0.95,0.90,0.91,1.02,0.93,0.92,,,,,,,,,,
2017-08-14-18,0.23,0.21,0.25,0.24,0.22,0.24,0.21,0.24,0.23,,,,,,,,,,
2017-08-14-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-14-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-14-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-14-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-14-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-15-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-15-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-15-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-15-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-15-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-15-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-15-6,0.14,0.13,0.14,0.13,0.15,0.14,0.15,0.14,0.13,,,,,,,,,,
2017-08-15-7,0.50,0.47,0.52,0.52,0.47,0.53,0.45,0.54,0.48,,,,,,,,,,
2017-08-15-8,1.17,1.10,1.08,1.05,1.21,1.27,1.05,1.13,1.21,,,,,,,,,,
2017-08-15-9,0.67,0.73,0.61,0.61,0.62,0.63,0.71,0.68,0.66,,,,,,,,,,
2017-08-15-10,0.43,0.46,0.41,0.39,0.40,0.43,0.41,0.46,0.46,,,,,,,,,,
2017-08-15-11,3.57,3.59,3.62,3.74,3.85,3.53,3.38,3.68,3.83,,,,,,,,,,
2017-08-15-12,1.66,1.68,1.81,1.59,1.52,1.58,1.59,1.77,1.65,,,,,,,,,,
2017-08-15-13,3.28,3.12,3.19,3.46,3.10,3.38,2.96,3.50,3.03,,,,,,,,,,
2017-08-15-14,4.86,4.51,5.15,4.66,5.03,4.59,4.58,4.61,5.10,,,,,,,,,,
2017-08-15-15,5.23,5.31,5.59,5.30,4.71,4.76,5.08,5.04,5.17,,,,,,,,,,
2017-08-15-16,4.22,4.04,4.64,4.42,4.14,4.35,4.50,4.00,4.64,,,,,,,,,,
2017-08-15-17,3.02,2.94,3.02,3.07,3.21,3.11,3.17,3.02,2.83,,,,,,,,,,
2017-08-15-18,0.74,0.77,0.79,0.77,0.67,0.69,0.79,0.77,0.79,,,,,,,,,,
2017-08-15-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-15-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-15-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-15-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-15-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-16-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-16-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-16-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-16-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-16-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-16-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-16-6,0.11,0.11,0.10,0.11,0.10,0.11,0.10,0.12,0.12,,,,,,,,,,
2017-08-16-7,1.03,1.06,1.11,1.00,0.95,1.01,1.07,1.03,1.07,,,,,,,,,,
2017-08-16-8,3.10,3.00,3.18,3.36,3.07,3.20,2.82,2.80,3.00,,,,,,,,,,
2017-08-16-9,3.25,3.55,3.18,2.93,3.20,3.05,3.41,3.53,3.01,,,,,,,,,,
2017-08-16-10,4.70,4.83,4.65,4.67,5.03,4.76,4.63,4.65,4.72,,,,,,,,,,
2017-08-16-11,8.70,9.53,9.25,8.79,7.89,9.23,8.95,9.20,8.38,,,,,,,,,,
2017-08-16-12,9.49,8.60,8.66,9.23,10.19,9.57,9.36,9.66,9.82,,,,,,,,,,
2017-08-16-13,8.61,8.91,8.42,7.97,8.81,8.52,8.16,9.40,9.27,,,,,,,,,,
2017-08-16-14,7.52,7.47,6.79,6.83,6.88,7.66,7.94,8.00,7.58,,,,,,,,,,
2017-08-16-15,8.88,9.20,8.66,9.55,8.61,9.18,9.12,8.50,8.08,,,,,,,,,,
2017-08-16-16,6.01,5.60,6.43,6.00,5.70,6.48,6.21,6.48,6.48,,,,,,,,,,
2017-08-16-17,3.00,3.26,2.94,2.74,3.25,3.09,3.09,3.02,3.02,,,,,,,,,,
2017-08-16-18,0.55,0.59,0.59,0.56,0.52,0.51,0.53,0.61,0.58,,,,,,,,,,
2017-08-16-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-16-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-16-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-16-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-16-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-17-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-17-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-17-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-17-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-17-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-17-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-17-6,0.20,0.19,0.20,0.21,0.20,0.21,0.19,0.21,0.19,,,,,,,,,,
2017-08-17-7,1.10,1.07,1.06,1.15,1.07,1.18,1.04,1.06,1.15,,,,,,,,,,
2017-08-17-8,2.12,2.01,2.17,2.10,2.30,2.09,1.91,2.30,2.14,,,,,,,,,,
2017-08-17-9,4.98,5.04,4.99,4.48,4.49,4.80,4.97,5.25,5.32,,,,,,,,,,
2017-08-17-10,9.45,9.14,10.02,10.36,8.83,8.62,10.09,9.24,9.45,,,,,,,,,,
2017-08-17-11,9.60,10.43,9.91,9.29,8.91,9.21,10.28,9.32,8.82,,,,,,,,,,
2017-08-17-12,10.16,10.58,9.73,9.36,9.16,10.83,10.36,9.80,10.67,,,,,,,,,,
2017-08-17-13,7.14,7.55,6.54,7.58,7.17,7.39,7.21,6.76,7.71,,,,,,,,,,
2017-08-17-14,4.07,4.17,4.32,4.48,3.92,3.91,3.91,4.40,3.89,,,,,,,,,,
2017-08-17-15,7.64,7.10,7.69,7.30,8.27,7.72,8.26,7.33,7.99,,,,,,,,,,
2017-08-17-16,6.16,6.41,6.13,6.61,6.74,5.83,6.04,6.39,5.76,,,,,,,,,,
2017-08-17-17,3.24,3.37,3.28,3.16,3.04,2.97,3.48,3.49,3.29,,,,,,,,,,
2017-08-17-18,0.68,0.73,0.63,0.68,0.66,0.71,0.68,0.70,0.69,,,,,,,,,,
2017-08-17-19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,
2017-08-17-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-17-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-17-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-17-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-18-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-18-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-18-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-18-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-18-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-18-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-18-6,0.24,0.22,0.24,0.23,0.27,0.24,0.25,0.25,0.22,,,,,,,,,,
2017-08-18-7,2.03,2.09,2.20,1.89,2.12,2.02,2.10,2.11,2.11,,,,,,,,,,
2017-08-18-8,3.78,4.04,3.55,3.68,3.97,3.76,3.67,3.92,4.08,,,,,,,,,,
2017-08-18-9,5.34,5.08,4.83,5.17,5.84,4.96,5.05,5.51,5.14,,,,,,,,,,
2017-08-18-10,6.62,7.01,6.58,6.26,6.38,6.60,6.13,6.10,7.09,,,,,,,,,,
2017-08-18-11,8.24,8.83,7.99,8.60,8.54,8.52,8.40,8.00,8.08,,,,,,,,,,
2017-08-18-12,6.99,7.22,7.66,6.90,7.48,7.40,7.06,7.41,6.78,,,,,,,,,,
2017-08-18-13,9.06,9.66,8.93,9.89,9.52,9.86,8.87,9.36,8.74,,,,,,,,,,
2017-08-18-14,9.33,8.95,9.42,9.68,9.65,8.82,8.60,9.97,9.20,,,,,,,,,,
2017-08-18-15,7.86,8.60,8.10,7.39,7.75,8.04,7.33,7.81,7.91,,,,,,,,,,
2017-08-18-16,5.47,5.13,5.41,5.29,5.17,5.18,5.10,5.41,5.86,,,,,,,,,,
2017-08-18-17,2.95,3.07,3.06,2.68,2.84,2.95,2.69,2.83,2.73,,,,,,,,,,
2017-08-18-18,0.68,0.63,0.69,0.69,0.66,0.64,0.72,0.73,0.62,,,,,,,,,,
2017-08-18-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-18-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-18-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-18-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-18-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-19-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-19-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-19-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-19-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-19-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-19-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-19-6,0.51,0.53,0.51,0.53,0.49,0.49,0.51,0.50,0.48,,,,,,,,,,
2017-08-19-7,2.42,2.18,2.23,2.42,2.48,2.55,2.24,2.22,2.49,,,,,,,,,,
2017-08-19-8,3.14,3.41,3.05,3.28,3.45,3.39,2.92,3.03,3.05,,,,,,,,,,
2017-08-19-9,2.34,2.37,2.11,2.52,2.19,2.14,2.26,2.11,2.34,,,,,,,,,,
2017-08-19-10,1.03,0.98,0.97,0.99,1.07,1.09,0.96,0.96,1.01,,,,,,,,,,
2017-08-19-11,1.26,1.35,1.19,1.39,1.33,1.30,1.28,1.21,1.37,,,,,,,,,,
2017-08-19-12,2.67,2.50,2.71,2.66,2.90,2.83,2.52,2.46,2.51,,,,,,,,,,
2017-08-19-13,3.65,3.32,3.43,3.92,3.63,3.86,4.01,3.62,3.90,,,,,,,,,,
2017-08-19-14,3.31,3.32,3.41,3.30,3.64,3.52,3.60,2.98,3.12,,,,,,,,,,
2017-08-19-15,2.77,2.99,2.75,2.85,2.96,2.52,2.53,2.67,2.69,,,,,,,,,,
2017-08-19-16,2.76,2.54,2.74,2.65,2.51,2.94,2.88,2.83,2.84,,,,,,,,,,
2017-08-19-17,1.00,0.98,1.08,0.98,1.03,0.91,0.94,1.09,1.03,,,,,,,,,,
2017-08-19-18,0.24,0.25,0.22,0.22,0.22,0.25,0.24,0.26,0.26,,,,,,,,,,
2017-08-19-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-19-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-19-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-19-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-19-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-20-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-20-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-20-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-20-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-20-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-20-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-20-6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-20-7,0.74,0.75,0.69,0.73,0.80,0.73,0.74,0.80,0.73,,,,,,,,,,
2017-08-20-8,3.54,3.71,3.57,3.36,3.44,3.77,3.53,3.76,3.62,,,,,,,,,,
2017-08-20-9,6.68,6.09,7.02,6.81,6.90,6.80,6.16,6.50,7.12,,,,,,,,,,
2017-08-20-10,4.91,5.21,4.97,4.81,5.04,4.66,5.24,5.17,5.26,,,,,,,,,,
2017-08-20-11,5.49,5.92,5.17,5.54,5.75,5.11,5.96,5.90,5.30,,,,,,,,,,
2017-08-20-12,9.36,10.18,9.76,8.96,9.05,8.53,9.65,8.53,9.97,,,,,,,,,,
2017-08-20-13,8.18,8.23,7.52,7.78,8.98,8.18,8.84,8.70,7.76,,,,,,,,,,
2017-08-20-14,6.96,6.34,7.45,7.24,6.64,7.65,7.64,6.63,6.46,,,,,,,,,,
2017-08-20-15,1.67,1.76,1.78,1.82,1.59,1.70,1.51,1.56,1.83,,,,,,,,,,
2017-08-20-16,0.73,0.69,0.73,0.73,0.67,0.79,0.78,0.78,0.80,,,,,,,,,,
2017-08-20-17,0.79,0.74,0.74,0.73,0.75,0.82,0.71,0.75,0.81,,,,,,,,,,
2017-08-20-18,0.56,0.59,0.58,0.57,0.58,0.62,0.58,0.60,0.57,,,,,,,,,,
2017-08-20-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-20-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-20-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-20-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-20-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-21-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-21-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-21-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-21-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-21-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-21-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-21-6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,
2017-08-21-7,0.05,0.05,0.04,0.05,0.04,0.04,0.05,0.05,0.05,,,,,,,,,,
2017-08-21-8,1.79,1.80,1.88,1.69,1.83,1.94,1.71,1.66,1.95,,,,,,,,,,
2017-08-21-9,4.96,5.32,4.86,5.44,5.13,5.34,4.80,4.93,4.47,,,,,,,,,,
2017-08-21-10,6.96,7.23,6.80,6.77,7.29,7.02,7.54,6.61,7.17,,,,,,,,,,
2017-08-21-11,6.26,6.70,5.97,5.84,6.54,6.48,5.81,6.50,6.08,,,,,,,,,,
2017-08-21-12,5.32,4.87,5.76,5.74,4.91,5.04,5.21,5.75,4.93,,,,,,,,,,
2017-08-21-13,6.73,6.96,7.25,6.27,7.14,6.78,6.34,6.39,6.41,,,,,,,,,,
2017-08-21-14,6.90,6.97,6.52,7.31,7.56,6.99,7.45,6.91,7.14,,,,,,,,,,
2017-08-21-15,4.49,4.53,4.86,4.77,4.27,4.53,4.52,4.28,4.30,,,,,,,,,,
2017-08-21-16,3.14,3.02,2.93,2.94,3.18,2.92,3.11,3.28,3.16,,,,,,,,,,
2017-08-21-17,2.46,2.40,2.51,2.52,2.63,2.27,2.66,2.23,2.24,,,,,,,,,,
2017-08-21-18,0.29,0.27,0.29,0.28,0.29,0.29,0.28,0.27,0.28,,,,,,,,,,
2017-08-21-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-21-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-21-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-21-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-21-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-22-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-22-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-22-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-22-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-22-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-22-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-22-6,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.15,0.15,,,,,,,,,,
2017-08-22-7,0.39,0.35,0.37,0.40,0.41,0.39,0.39,0.43,0.43,,,,,,,,,,
2017-08-22-8,0.98,0.90,0.93,1.06,1.06,0.90,0.89,1.07,1.04,,,,,,,,,,
