Date,hour,A,B,C,D,E,F,G,H,NEW,Acon,Bcon,Ccon,Dcon,Econ,Fcon,Gcon,Hcon,NEWcon
2017-07-06-13,13,804.42,967.68,1560,961.8,498.02,405.54,876.96,980.73,2333.88,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-07-06-14,14,752.04,957.6,1732.2,812.4,502.84,442.17,755.46,874.35,2414.16,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-07-06-15,15,708.3,939.42,1705.8,924.6,502.2,448.29,851.04,773.91,2395.08,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-07-06-16,16,712.8,952.2,1574.4,926.4,519.52,481.23,654.3,819.81,2370.96,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-07-06-17,17,755.1,962.82,1313.4,928.8,520.7,397.8,514.98,872.37,2263.32,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-07-06-18,18,880.92,1002.42,1452.6,1044.6,420.73,460.44,506.52,956.07,2052.36,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-07-06-19,19,893.34,1057.32,1350,1130.4,365.87,562.59,483.48,966.78,1695.6,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-07-06-20,20,937.44,1100.7,1173.6,948.6,323.88,540.81,588.42,956.34,1445.76,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-07-06-21,21,937.8,1091.52,1171.8,881.4,354.21,689.76,808.74,860.31,1158.84,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-07-06-22,22,876.06,1031.76,1421.4,783,335.26,626.13,776.34,885.96,806.04,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-07-06-23,23,759.06,968.58,758.4,804,366.23,480.15,783.9,811.44,756.72,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-07-07-0,0,639.18,868.68,373.2,468,342.96,203.58,653.76,858.78,716.76,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-07-07-1,1,550.8,767.16,384,343.8,342.93,342.09,806.22,896.85,697.68,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-07-07-2,2,501.12,709.74,314.4,306,354.81,560.34,769.14,1018.98,689.4,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-07-07-3,3,553.5,660.24,384,356.4,343.84,540.09,765.54,945.54,666,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-07-07-4,4,530.46,635.22,328.8,303.6,351.79,529.74,447.66,836.1,654.12,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-07-07-5,5,516.78,627.3,789.6,625.2,332.09,467.01,736.2,893.43,668.16,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-07-07-6,6,627.3,643.32,1241.4,888.6,284.26,555.66,772.92,1020.96,694.8,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-07-07-7,7,741.6,708.3,1593,1221.6,475.78,433.17,685.44,864.9,711,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-07-07-8,8,796.32,794.88,1689,1165.2,471.09,421.83,799.2,882.72,746.28,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-07-07-9,9,677.88,858.78,1383.6,1009.2,484.66,548.64,812.34,1112.94,1029.24,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-07-07-10,10,632.52,917.82,1264.8,981.6,488.3,470.43,859.68,961.29,1536.48,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-07-07-11,11,623.7,916.74,1216.2,988.2,495.03,521.19,773.46,892.08,1531.8,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-07-07-12,12,624.96,904.68,1497.6,858,357.41,265.86,595.62,906.39,1549.8,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-07-07-13,13,674.64,915.48,1292.4,1064.4,477.25,415.44,888.84,1042.11,1542.96,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-07-07-14,14,604.44,910.26,1567.8,981.6,500.12,403.02,748.44,915.39,1555.92,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-07-07-15,15,621.18,893.52,1368,883.8,487.22,416.52,876.96,837.9,1551.96,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-07-07-16,16,641.16,912.96,1596.6,828,448.95,419.94,703.8,835.83,1535.04,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-07-07-17,17,682.2,965.34,1629.6,880.8,479.02,350.1,449.82,1005.93,1536.48,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-07-07-18,18,817.92,1029.06,1639.8,949.2,373.22,410.58,449.64,974.97,1509.48,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-07-07-19,19,853.74,1084.32,1526.4,994.8,262.73,495.81,451.62,880.38,1390.32,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-07-07-20,20,894.06,1116.72,1344,895.2,322.42,512.55,552.24,852.66,1198.44,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-07-07-21,21,896.94,1091.7,1214.4,867.6,373.87,552.6,748.98,1083.6,1029.6,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-07-07-22,22,853.56,1034.28,1381.2,775.8,356.44,564.48,715.32,952.83,736.2,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-07-07-23,23,764.1,945.72,1107.6,794.4,346.76,508.41,786.06,839.7,719.64,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-07-08-0,0,632.7,802.98,416.4,439.8,361.76,183.24,633.6,927.81,693,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-07-08-1,1,549.54,707.58,435,328.8,369.1,308.16,810.18,1070.46,685.08,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-07-08-2,2,502.2,657.72,396,300,363.71,439.92,789.66,963.63,684,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-07-08-3,3,544.68,635.4,436.2,325.2,354.6,456.03,789.12,909.72,662.4,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-07-08-4,4,517.86,617.94,382.2,298.8,354.64,463.14,434.7,976.77,662.04,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-07-08-5,5,512.28,620.1,988.8,609.6,352.08,392.58,788.76,953.28,655.56,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-07-08-6,6,623.52,700.56,1359.6,1024.2,370.07,395.01,778.5,845.37,651.96,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-07-08-7,7,749.52,831.78,1318.2,1275,410.26,438.66,649.98,800.64,675.36,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-07-08-8,8,790.56,858.96,1500.6,1192.2,418.35,431.82,513.18,1050.57,703.8,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-07-08-9,9,681.84,830.88,1612.2,952.2,426.73,364.77,515.16,1002.78,855,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-07-08-10,10,623.52,818.1,1419,954.6,408.49,409.59,522,883.35,1383.48,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-07-08-11,11,606.78,821.7,1363.2,1016.4,431.75,433.89,537.84,876.96,1437.12,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-07-08-12,12,606.24,815.76,1390.8,916.8,346.21,214.74,468.18,987.48,1476.36,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-07-08-13,13,659.52,800.1,1348.8,896.4,455.04,417.78,516.24,959.04,1471.32,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-07-08-14,14,603.18,807.48,1834.2,815.4,474.91,408.24,481.86,850.41,1479.24,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-07-08-15,15,610.74,827.28,1607.4,867.6,476.27,426.06,476.1,944.28,1485.72,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-07-08-16,16,629.82,856.8,1454.4,857.4,461.53,390.96,398.52,1004.67,1462.32,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-07-08-17,17,667.08,903.42,1281.6,899.4,453.59,355.86,280.08,909.63,1461.24,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-07-08-18,18,795.42,967.14,1233,856.2,393.26,470.34,276.66,915.03,1462.32,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-07-08-19,19,832.14,1040.4,1155,909,367.67,536.58,302.58,1026.72,1438.92,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-07-08-20,20,857.52,1065.06,982.2,879.6,369.47,475.56,388.08,913.23,1211.04,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-07-08-21,21,858.24,1058.22,1019.4,873,369.54,504.81,379.26,892.71,990.36,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-07-08-22,22,833.94,1011.24,1158.6,723,367.48,492.39,365.94,977.49,742.32,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-07-08-23,23,776.88,926.82,1021.8,817.8,364.72,486.09,353.34,1023.57,703.08,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-07-09-0,0,687.96,796.86,367.2,454.2,344.01,173.61,342.72,933.48,676.44,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-07-09-1,1,590.04,690.12,371.4,336,346.33,318.15,357.84,868.95,660.24,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-07-09-2,2,522.9,649.8,314.4,310.2,325.61,519.93,356.04,864.36,679.68,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-07-09-3,3,549.54,616.86,324.6,340.8,359.35,575.1,349.74,859.14,689.04,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-07-09-4,4,541.08,607.68,322.8,311.4,392.58,572.31,303.84,797.67,696.24,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-07-09-5,5,506.52,620.64,927.6,600.6,386.82,531.9,340.38,795.15,718.92,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-07-09-6,6,572.58,700.38,1275,1037.4,391.31,529.02,342.54,746.37,805.68,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-07-09-7,7,661.14,835.2,1269,1380.6,465.72,511.11,321.48,662.67,1014.12,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-07-09-8,8,757.98,875.16,1231.2,1337.4,483.47,441.18,276.48,690.75,1425.96,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-07-09-9,9,775.26,859.5,1218,929.4,477.65,435.6,280.08,649.62,1926.72,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-07-09-10,10,749.34,824.58,1250.4,846,482.8,373.23,280.8,672.48,2304,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-07-09-11,11,752.04,834.3,1383.6,930.6,495.82,548.01,277.38,674.28,2524.32,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-07-09-12,12,746.1,833.4,1498.2,865.2,406.04,209.61,271.8,661.77,2488.32,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-07-09-13,13,797.4,823.32,1303.8,928.2,478.01,416.79,224.1,673.83,2601.36,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-07-09-14,14,721.98,817.02,1434.6,820.2,468.46,466.92,150.48,632.43,2637.36,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-07-09-15,15,705.6,820.44,1514.4,829.8,433.37,515.52,243.72,595.44,2595.96,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-07-09-16,16,712.8,822.24,1416,809.4,438.3,352.53,191.7,666,2580.12,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-07-09-17,17,767.7,853.56,1603.2,925.2,476.53,366.03,122.4,638.73,2515.32,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-07-09-18,18,906.3,922.68,1416.6,928.8,415,424.26,127.44,693.27,2268,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-07-09-19,19,902.34,988.56,1218,924.6,408.28,387.99,124.74,646.11,1965.24,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-07-09-20,20,907.38,1039.32,1259.4,844.8,402.8,421.29,124.56,662.22,1673.64,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-07-09-21,21,891.9,1047.24,1265.4,855,401.39,373.95,125.28,653.58,1242.72,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-07-09-22,22,835.92,1011.78,1206.6,735.6,399.78,445.32,125.46,730.35,852.48,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-07-09-23,23,766.08,944.82,1099.8,835.2,386.32,380.52,120.42,668.88,780.48,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-07-10-0,0,663.66,830.88,456,459,382.11,251.28,118.62,690.3,717.48,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-07-10-1,1,580.86,726.84,489,371.4,375.12,154.26,118.8,677.61,690.84,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-07-10-2,2,524.88,681.66,424.2,322.2,377.4,157.95,117.9,678.96,685.8,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-07-10-3,3,556.56,637.02,478.2,355.2,369.22,135,118.26,755.46,693.36,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-07-10-4,4,518.4,628.74,406.2,312.6,380.23,137.43,118.44,837.45,728.28,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-07-10-5,5,500.04,635.76,940.8,596.4,375.16,139.5,119.16,819.27,783.72,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-07-10-6,6,535.14,686.88,1213.8,1008.6,377.94,146.25,118.98,930.78,851.76,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-07-10-7,7,613.44,763.02,1785,1314.6,482.26,133.38,416.34,882.54,1009.44,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-07-10-8,8,753.3,863.28,1656.6,1315.8,483.41,113.85,907.74,893.43,1389.24,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-07-10-9,9,759.24,882.9,1384.8,972.6,491,103.68,878.94,839.16,1847.52,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-07-10-10,10,759.42,901.62,1609.8,964.2,502.2,138.87,963,877.59,2201.76,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-07-10-11,11,735.66,912.6,1795.2,1051.8,514.69,116.73,893.52,810.27,2464.2,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-07-10-12,12,732.96,929.7,1674.6,951,393.3,98.28,634.32,702.27,2421.72,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-07-10-13,13,779.94,925.74,1560.6,916.8,479.23,95.13,884.7,949.32,2564.64,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-07-10-14,14,740.7,934.74,1668,902.4,522.4,99,810.18,1064.16,2560.32,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-07-10-15,15,706.86,910.44,1815,958.8,544.22,109.89,871.02,1014.66,2526.12,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-07-10-16,16,738.36,883.08,1677,828.6,511.96,89.46,644.04,1000.62,2445.84,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-07-10-17,17,808.56,937.8,1749,981,525.67,50.4,423.9,1133.28,2347.56,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-07-10-18,18,951.66,977.76,1698,1047.6,427.43,26.46,416.52,1001.25,2167.92,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-07-10-19,19,925.92,1038.96,1426.8,1017,407.55,24.57,425.52,907.74,1852.56,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-07-10-20,20,942.48,1083.24,1144.8,944.4,405.32,28.62,565.92,952.29,1540.8,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-07-10-21,21,910.62,1102.14,1180.2,901.2,401.29,22.95,763.56,991.53,1254.24,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-07-10-22,22,865.44,1045.8,1312.2,786.6,393.92,24.03,777.42,913.32,881.28,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-07-10-23,23,743.22,967.68,940.2,828.6,393.4,27.63,761.76,880.02,794.88,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-07-11-0,0,627.48,837.9,401.4,423,390.21,21.33,618.66,918.99,745.56,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-07-11-1,1,540.72,722.34,438,369.6,375.62,27.54,749.16,1105.38,728.64,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-07-11-2,2,497.34,668.34,390.6,285,375.3,21.96,761.94,1080.9,712.8,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-07-11-3,3,539.64,639.72,400.2,342.6,374.73,21.15,763.2,982.08,715.32,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
